CONTRACT_ID,CLIENT_TYPE_ID,AVG_EUROS_IMPORT,POWER_P1,HAS_GAS,HAS_SOLAR,ZIPCODE
6484,0,95.55,4550.00000,0,0,08901
7368,1,123.35,6626.00000,0,1,08029
1080,0,72.31,3450.00000,0,1,31011
7428,0,95.23,5250.00000,0,1,17220
8761,0,135.13,6150.00000,0,1,38660
5138,0,91.38,6400.00000,0,1,50003
5490,0,163.75,5250.00000,0,1,08304
3012,0,35.19,4100.00000,0,0,28031
153,0,28.99,3950.00000,0,1,03206
8076,0,59.7,5250.00000,0,0,08520
5544,0,45.06,4650.00000,0,1,08191
2362,0,56.89,6150.00000,0,1,30590
4710,0,56.72,4100.00000,0,0,41600
5869,0,71.05,5050.00000,0,0,08032
293,0,132.7,3950.00000,0,0,12006
3875,0,54.03,4150.00000,0,0,23230
3900,0,149.31,5250.00000,0,0,23478
8605,0,116.66,4100.00000,0,1,07820
5538,0,119.9,5250.00000,0,0,08210
3472,0,58.26,5250.00000,0,0,28032
3509,0,71.7,3250.00000,0,1,36205
5134,0,48.31,4850.00000,0,0,50003
8693,0,84.76,6400.00000,0,1,38108
528,0,64,4100.00000,0,0,28970
6642,1,107.75,5250.00000,0,0,17538
8664,1,22.11,4330.00000,0,0,38670
7625,0,85.94,3950.00000,0,1,08901
7279,1,168.07,3650.00000,0,1,08019
7915,3,199.68,10650.00000,0,1,08291
8613,0,83.77,5250.00000,0,0,07609
432,0,57.67,2950.00000,0,1,26500
7582,0,60.75,3950.00000,0,0,08902
412,1,81.85,4100.00000,0,0,24010
2451,0,114.17,4650.00000,0,0,45529
3856,0,83.9,8700.00000,0,0,06010
3546,0,51.67,4100.00000,0,0,28522
5498,0,101.68,3950.00000,0,0,08360
3794,0,49.12,4100.00000,0,0,39300
5109,0,20.73,1800.00000,0,0,42211
3978,0,70.75,4100.00000,0,0,21007
4435,0,80.46,3950.00000,0,1,18500
8084,0,88.54,4350.00000,0,0,43814
2627,0,64.14,4100.00000,0,0,28942
4831,0,51.56,4100.00000,0,0,29200
6941,0,109.09,5050.00000,0,0,08795
2073,0,40.07,3450.00000,0,0,47170
4405,0,77.56,4100.00000,0,0,18004
1697,0,86.66,8150.00000,0,0,47130
6003,0,92.52,4114.00000,0,0,08035
6187,0,30.66,5250.00000,0,0,08242
5127,0,104.63,4100.00000,0,1,50007
4165,0,95.46,5050.00000,0,0,41008
8520,0,178.43,5250.00000,0,0,07620
7492,0,20.46,5250.00000,0,0,17412
4322,1,32.35,2950.00000,0,0,29006
2701,0,42.94,5450.00000,0,0,28051
1366,0,59.99,6400.00000,0,1,31300
6769,0,48.88,2850.00000,0,0,08800
1041,0,39.51,4250.00000,0,0,31003
3828,0,20.92,2150.00000,0,0,14011
2691,0,53.74,4050.00000,0,0,45313
2836,0,75.13,6400.00000,0,0,28813
8876,0,211.26,5250.00000,0,1,43580
3421,0,124.97,5250.00000,0,1,45340
6331,0,25.78,2375.00000,0,1,43840
2157,0,98.02,5250.00000,0,0,24008
3571,0,71.75,4100.00000,0,0,28051
2927,0,68,4100.00000,0,0,28011
5821,0,40.63,5050.00000,0,1,08017
5629,0,32.76,5250.00000,0,0,08915
7307,0,64.51,3950.00000,0,0,08018
4157,0,37.08,3950.00000,0,0,11550
7846,0,182.04,13150.00000,0,0,08911
2321,0,125.12,5250.00000,0,0,46530
1786,0,67.93,5250.00000,0,0,48010
5944,0,29.96,5250.00000,0,0,08001
4774,0,51.5,6650.00000,0,1,41940
4044,0,133.78,5580.00000,0,0,41004
1724,0,61.3,5050.00000,0,0,48002
8850,0,107.54,7550.00000,0,1,08520
3669,1,91.01,5250.00000,0,0,28022
7375,0,66.91,3050.00000,0,0,08013
8487,0,91.05,3950.00000,0,0,07015
4566,0,176.34,7578.00000,0,1,29660
4224,0,78.78,3950.00000,0,1,41620
4192,0,145.33,5050.00000,0,0,41320
1502,0,75.64,5650.00000,0,0,46701
1066,0,101.77,5350.00000,0,0,31001
5180,3,165.1,3075.00000,0,0,50016
3049,0,55.98,5650.00000,0,0,28042
4094,0,31.98,3550.00000,0,0,41560
3016,0,67.75,4100.00000,0,1,28038
6013,0,126.93,5250.00000,0,0,08021
1780,0,60.49,4100.00000,0,0,48015
4631,0,50.24,5250.00000,0,1,29639
2755,0,49.16,5250.00000,0,1,36937
6324,1,70.72,5050.00000,0,1,43840
2233,0,56.36,4100.00000,0,0,30840
3148,0,106.3,3950.00000,0,0,28017
3180,0,64.49,3950.00000,0,1,28037
8167,0,102.58,6400.00000,0,0,08750
7286,0,55.79,5050.00000,0,0,08005
2555,0,139.01,4100.00000,0,0,19174
5430,0,69.72,4350.00000,0,0,08396
6412,1,151.61,6150.00000,0,1,08010
2348,0,78.43,4100.00000,0,0,28944
3085,0,61.66,5250.00000,0,0,28033
8550,0,104.24,3950.00000,0,0,07260
1968,0,204.97,2950.00000,0,0,26500
7954,0,142.19,5250.00000,0,0,43480
376,0,60.74,3450.00000,0,0,20012
7006,0,127.38,5050.00000,0,1,08019
5390,0,61.52,5550.00000,0,1,08222
8259,0,101.64,4100.00000,0,0,08014
1230,0,40.27,2950.00000,0,1,31002
1521,0,79.14,3750.00000,0,0,46920
762,0,215.03,7550.00000,0,0,28007
6931,0,57.12,3950.00000,0,0,08812
72,0,90.66,6150.00000,0,0,03540
8549,0,57.19,4634.00000,0,1,07500
3010,0,61.24,2950.00000,0,0,28038
3356,2,57.4,6150.00000,0,0,45592
1997,0,91.04,5750.00000,0,0,46019
741,0,98.77,4100.00000,0,0,28035
1140,0,57.5,3950.00000,0,0,31008
3606,0,95.69,4250.00000,0,0,45200
7108,0,146.85,5250.00000,0,0,08032
8038,0,42.22,6150.00000,0,0,08295
1301,0,92.54,3950.00000,0,0,31016
7044,0,511.22,5250.00000,0,0,08005
6507,0,49.38,2950.00000,0,0,08906
1792,0,73.12,2850.00000,0,1,48450
6148,0,38.68,2950.00000,0,0,08950
6449,0,85.05,4100.00000,0,1,43717
6821,0,31.64,5050.00000,0,0,08650
3352,1,86.09,4114.00000,0,0,28500
1896,0,66.43,4050.00000,0,1,30007
8468,1,62.99,3950.00000,0,1,07849
5145,0,77.14,3950.00000,0,0,50300
7417,0,156.88,3750.00000,0,1,17137
3346,0,87.45,2950.00000,0,1,28053
4860,0,58.67,4100.00000,0,0,41018
7413,0,101.67,4100.00000,0,0,08960
5547,0,170.16,5250.00000,0,0,08210
6956,0,93.98,2950.00000,0,0,08001
6245,0,90.02,5050.00000,0,0,43840
7813,0,140.23,4100.00000,0,1,08840
1718,0,47.86,4100.00000,0,1,48970
727,0,81.13,4550.00000,0,1,28044
7956,0,147.21,7550.00000,0,0,08027
2312,0,18.05,5150.00000,0,0,26212
4292,0,67.71,4100.00000,0,0,29014
5297,0,47.4,4050.00000,0,1,08224
5985,0,65.89,5050.00000,0,0,08031
1387,0,78.2,4100.00000,0,1,31500
6152,0,32.19,5050.00000,0,0,08950
7366,0,162.68,7578.00000,0,0,08009
8139,0,103.89,5250.00000,0,1,43892
715,0,98.94,4100.00000,0,0,28012
2703,0,75.97,5250.00000,0,0,15002
1787,0,64.64,4100.00000,0,0,48007
5446,0,52.5,2950.00000,0,0,08395
742,0,35.48,2650.00000,0,0,28035
3274,0,76.35,4100.00000,0,0,28017
315,0,39.52,4100.00000,0,0,12598
8169,0,169.9,6400.00000,0,1,08507
7781,0,111.19,3550.00000,0,0,43881
5414,0,109.87,5050.00000,0,0,08490
4607,0,109.27,4350.00000,0,0,18194
7110,0,86.55,4150.00000,0,0,08035
7644,0,190.62,4650.00000,0,0,25120
6197,0,108.96,5250.00000,0,0,08930
6040,0,190.23,4100.00000,0,0,08016
6164,0,52.61,4100.00000,0,0,08903
928,0,162.8,4100.00000,0,1,28850
257,0,36.75,2950.00000,0,0,10900
991,0,178.29,8650.00000,0,1,30510
2041,0,270.48,6400.00000,0,1,28720
6358,1,34.56,5250.00000,0,0,43840
2893,0,239.7,8650.00000,0,0,28002
7988,0,70.31,4100.00000,0,1,08191
5619,0,124.68,5150.00000,0,0,08911
5737,1,442.44,9850.00000,0,1,08001
914,0,64.31,5250.00000,0,0,28850
562,0,96.38,4550.00000,0,0,28019
6124,0,67.41,3950.00000,0,0,08029
1426,0,55.71,4100.00000,0,0,45600
4413,0,65.57,3550.00000,0,0,18008
50,0,91.09,3950.00000,0,0,03008
1507,0,24.57,2950.00000,0,0,46110
3029,0,31.2,2950.00000,0,0,28053
3564,0,128.75,2950.00000,0,0,36900
8185,0,91.1,7250.00000,0,0,08002
2885,0,58.17,11042.00000,0,0,28028
3255,0,169.46,3950.00000,0,0,28017
911,0,38.08,3650.00000,0,0,28850
1493,0,141.05,5250.00000,0,0,46950
7522,0,166.75,2950.00000,0,0,08907
8858,0,57.73,4100.00000,0,0,18132
1641,0,75.74,6400.00000,0,1,46018
7249,0,80.47,3950.00000,0,0,08006
1166,0,59.49,3450.00000,0,1,31008
7704,0,93.7,5250.00000,0,1,08017
7785,1,95.1,6400.00000,0,1,43700
1616,0,49.46,3950.00000,0,0,46022
3894,0,42.92,3950.00000,0,1,23710
5250,0,68.37,3950.00000,0,0,08100
7635,0,70.72,5650.00000,0,0,25005
2334,0,166.83,3750.00000,0,1,09580
6737,0,66.64,2950.00000,0,0,08906
2461,0,74.75,4100.00000,0,0,48410
4069,0,78.01,4100.00000,0,0,41020
5328,1,72.38,4100.00000,0,0,08222
1459,0,67.95,6400.00000,0,1,46620
6662,0,39.01,2150.00000,0,0,08905
3710,0,50.2,2850.00000,0,0,33866
2102,0,314.53,9850.00000,0,1,46220
6332,1,43.39,4100.00000,0,0,43840
1754,0,125.07,4100.00000,0,1,48010
548,0,64.89,3950.00000,0,0,28047
98,0,88.34,3950.00000,0,1,03540
4762,0,70.87,6400.00000,0,1,18197
3499,0,71.07,4100.00000,0,0,45930
7146,0,42.22,5250.00000,0,1,08024
6364,0,98.99,5050.00000,0,0,43840
3163,0,35.44,4100.00000,0,0,28037
3548,0,113.16,3850.00000,0,1,45300
5879,0,91.96,4100.00000,0,0,08029
7802,0,98.68,2950.00000,0,1,08840
6554,0,95.19,4150.00000,0,0,08902
2299,0,91.52,5250.00000,0,0,03502
2617,0,83.48,5150.00000,0,1,28806
807,0,108.57,5250.00000,0,0,28011
3751,0,111.19,6400.00000,0,1,28980
5678,0,146.79,4100.00000,0,1,08015
3556,0,77.88,2950.00000,0,1,28890
6817,0,54.42,4250.00000,0,0,08650
7440,0,45.66,2950.00000,0,0,17252
7851,0,71.13,4100.00000,0,1,43007
1812,0,78.98,3950.00000,0,0,48910
6210,1,120.2,5250.00000,0,1,08731
4875,0,221.79,6400.00000,0,1,11130
5648,0,69.87,4050.00000,0,0,08028
3109,0,55.25,3950.00000,0,0,28033
564,0,134.21,5250.00000,0,0,28019
1823,0,56.78,3950.00000,0,0,49160
5388,0,53.24,5250.00000,0,0,08203
4812,0,44.1,4650.00000,0,0,18230
313,0,97.27,5550.00000,0,0,12594
1407,0,54.72,3950.00000,0,1,37007
7811,0,50.73,2850.00000,0,0,08840
6309,0,90.03,4100.00000,0,0,43840
7576,0,132.1,3950.00000,0,1,08906
6289,0,80.11,4100.00000,0,0,43205
7010,0,62.51,3950.00000,0,0,08921
5621,0,59.61,2850.00000,0,1,08917
1253,0,68.34,3950.00000,0,1,31011
4701,0,80.98,5250.00000,0,0,41700
5261,0,59.59,3950.00000,0,0,08291
3054,0,45.31,4050.00000,0,0,28022
8396,1,126,11450.00000,0,1,08192
563,0,63.78,4100.00000,0,0,28019
6809,0,104.16,7550.00000,0,0,43878
6261,0,34.49,4100.00000,0,1,25310
2828,0,70.27,4100.00000,0,0,28523
496,0,86.99,2950.00000,0,0,28942
7834,0,93.05,5050.00000,0,0,08840
5714,0,103.57,3550.00000,0,0,08015
553,0,69.53,2950.00000,0,1,28024
3676,0,136.27,5250.00000,0,0,28042
4528,0,65.48,2950.00000,0,0,04600
6887,0,128.88,3650.00000,0,0,43892
7929,0,152.79,15650.00000,0,0,17220
3719,0,78.49,4100.00000,0,1,33189
1517,0,46.18,4100.00000,0,0,46711
3057,0,52.95,2950.00000,0,0,28027
8862,0,168.27,6400.00000,0,1,13750
2518,0,101.85,4100.00000,0,0,28906
7696,0,551.97,6350.00000,0,1,08034
6599,0,21.58,5050.00000,0,0,08901
1558,0,98.63,2650.00000,0,0,46460
7624,1,234.76,14506.00000,0,1,08901
4355,0,114.3,5250.00000,0,1,29640
8854,0,44.05,4100.00000,0,1,41670
8534,0,228.41,6400.00000,0,1,07400
5457,1,123.64,10650.00000,0,1,08420
4028,0,103.13,4100.00000,0,1,41009
330,1,356.04,14506.00000,0,1,12500
4532,0,251.97,5050.00000,0,1,29651
5881,0,215.92,7450.00000,0,1,08021
6639,1,47.68,5250.00000,0,0,17538
3053,0,76.25,3950.00000,0,1,28042
1220,1,52.99,3950.00000,0,1,31002
2723,0,87.02,2950.00000,0,0,15572
383,0,43.43,3950.00000,0,1,20160
7475,0,86.7,5050.00000,0,0,08850
3264,0,37.64,2950.00000,0,0,28017
428,0,19.85,1750.00000,0,0,26241
7192,0,67.78,4100.00000,0,0,08009
1731,0,59.11,4550.00000,0,0,48012
2028,1,120.73,7550.00000,0,1,46023
6560,0,77.52,6150.00000,0,1,08902
6384,0,76.1,7550.00000,0,0,08870
4997,0,126.65,5250.00000,0,0,29560
7770,0,69.44,5250.00000,0,0,43882
7464,0,122.42,3150.00000,0,0,08860
2167,3,250.36,8150.00000,0,0,28703
6682,0,41.94,5250.00000,0,1,43530
7453,1,66.63,7550.00000,0,1,17246
5949,0,55.25,3950.00000,0,0,08016
4253,0,146.19,4100.00000,0,0,18420
4398,1,31.12,5250.00000,0,0,18009
1769,0,46.32,6400.00000,0,0,48015
8043,0,27.42,2950.00000,0,0,25400
8388,0,87.59,4100.00000,0,0,17410
6144,0,92.34,4100.00000,0,0,08950
2381,0,49.81,4150.00000,0,0,03348
8292,0,946.25,14506.00000,0,1,08225
3465,0,112.25,4100.00000,0,0,13700
6027,0,83.13,6400.00000,0,1,08021
7548,0,41.82,2950.00000,0,1,08907
7314,0,160.1,4250.00000,0,1,08022
5862,0,72.08,6150.00000,0,1,08030
3549,0,59.4,6400.00000,0,1,45200
6839,1,373.72,14506.00000,0,1,08760
335,0,39.18,4100.00000,0,1,16373
7183,0,98.02,4100.00000,0,0,08018
5575,0,106.59,5050.00000,0,0,08222
8884,0,51.37,4100.00000,0,0,04815
5233,1,115.12,6400.00000,0,1,50720
7901,1,77.03,5650.00000,0,0,43700
2850,0,137.75,5250.00000,0,0,28300
2745,0,204.87,4100.00000,0,0,36900
6759,0,121.39,3950.00000,0,0,43004
6959,0,58.13,2950.00000,0,0,08800
4436,0,133.47,5050.00000,0,1,18830
6369,0,33.71,4100.00000,0,0,43840
6022,1,142.07,7150.00000,0,1,08021
2426,0,81.13,5250.00000,0,0,31016
8003,3,291.23,14506.00000,0,1,08291
6960,0,59.39,4550.00000,0,0,08020
5171,0,49.08,6150.00000,0,1,22193
8692,1,241.28,13650.00000,0,1,35019
8770,0,30.49,4100.00000,0,0,35200
6555,0,86.08,3950.00000,0,0,08903
1760,0,62.03,4100.00000,0,0,48150
3715,0,91.54,3950.00000,0,0,33138
4936,0,80.46,6400.00000,0,1,04650
73,0,103.64,6150.00000,0,1,03540
3301,0,355.62,10550.00000,0,1,28032
8866,0,118.49,4100.00000,0,0,11140
4646,0,115.51,4100.00000,0,1,11406
3800,0,71.58,5250.00000,0,0,39593
5931,0,106.7,4650.00000,0,0,08028
5401,0,84.66,2950.00000,0,0,08470
2595,0,186.12,5250.00000,0,0,46470
1777,1,19.72,1800.00000,0,0,48004
8137,0,67.64,5150.00000,0,0,08860
5569,1,285.39,5846.00000,0,1,08201
1314,0,106.43,5050.00000,0,1,31350
2966,0,125.68,3650.00000,0,0,28037
5165,0,50.97,5250.00000,0,0,50410
781,0,110.67,4050.00000,0,0,28029
6251,0,91.06,5250.00000,0,1,08870
3368,3,117.73,10550.00000,0,1,28510
1662,0,98.37,6400.00000,0,1,46022
4916,0,51.63,5250.00000,0,0,29700
2746,0,22.74,2850.00000,0,0,36900
1519,0,21.69,2150.00000,0,0,46920
4235,0,113.87,5250.00000,0,0,41310
7992,0,76.92,4100.00000,0,0,43700
3161,0,97.62,5250.00000,0,0,28037
6293,0,46.02,2650.00000,0,0,43330
8276,0,93.57,7550.00000,0,1,43712
2047,0,150.5,4100.00000,0,0,03009
5612,0,32.47,2950.00000,0,0,08914
8217,0,222.61,9150.00000,0,1,08759
1951,0,118.16,4100.00000,0,0,03100
5507,3,35.15,3950.00000,0,0,08360
2222,0,63.51,4100.00000,0,0,03183
3888,0,77.72,6150.00000,0,1,23411
3688,1,174.49,6400.00000,0,1,28020
2384,0,34.56,5250.00000,0,0,26338
5802,0,80.3,5250.00000,0,1,08002
1863,0,85.24,4850.00000,0,0,24002
6565,0,119.11,5250.00000,0,0,08902
2036,0,30.39,4100.00000,0,0,05113
1707,0,61.37,3950.00000,0,0,47003
5722,0,52.65,4100.00000,0,0,08028
2174,0,77.95,3450.00000,0,0,47015
2517,0,94.01,5150.00000,0,0,10005
4699,0,126.09,4100.00000,0,1,11549
3118,1,96.85,4100.00000,0,1,28043
2656,0,121.91,5250.00000,0,1,28770
4441,0,23.64,2850.00000,0,0,18699
644,0,63.01,2850.00000,0,0,28026
4004,0,101.64,4100.00000,0,0,41006
1678,1,84.07,8650.00000,0,1,46004
5798,0,68.78,4100.00000,0,0,08016
1200,0,73.18,3650.00000,0,0,31007
4488,0,48.99,4100.00000,0,0,04700
1898,3,178.49,10550.00000,0,1,03007
4389,0,125.77,4100.00000,0,0,29790
2063,0,76.38,4100.00000,0,0,28914
5099,0,97.37,3650.00000,0,0,22700
6628,1,31.06,2950.00000,0,0,17538
5244,0,75.69,5250.00000,0,0,08107
1813,0,104.61,5250.00000,0,0,48910
1837,1,80.87,4100.00000,0,0,03015
6026,0,141.22,5846.00000,0,1,08021
3020,0,49.8,3950.00000,0,0,28053
1753,0,103.1,3950.00000,0,1,48006
5286,0,96.6,5250.00000,0,0,08195
764,0,52.83,3950.00000,0,0,28012
8408,0,29.95,3950.00000,0,0,17723
3962,0,65.09,3950.00000,0,1,11520
6320,0,40.43,4100.00000,0,0,43840
6216,0,51.16,5250.00000,0,0,08710
2938,0,31.43,4100.00000,0,0,28014
4333,0,52.09,3950.00000,0,0,29639
2854,0,258.95,6150.00000,0,1,28300
5413,0,62.77,3950.00000,0,0,08490
1422,0,67.64,3950.00000,0,0,45161
4755,0,80.59,5250.00000,0,0,04006
1649,0,43.82,4100.00000,0,0,46014
7057,0,85.21,6400.00000,0,0,08020
172,0,115.59,2850.00000,0,0,03610
4036,0,65.71,4100.00000,0,0,41013
8000,3,185.1,11042.00000,0,1,08191
1063,0,51.42,2950.00000,0,0,31001
4971,0,79.61,3650.00000,0,0,18010
1580,0,86.03,5250.00000,0,0,46014
1661,0,65.76,5050.00000,0,1,46006
6666,0,59.65,2150.00000,0,0,08905
8893,0,38.76,4100.00000,0,0,03727
7017,0,91.39,3950.00000,0,0,08028
3518,1,106.76,6400.00000,0,0,28801
7749,1,72.23,5250.00000,0,0,08027
5890,0,31.17,5250.00000,0,0,08015
4750,0,46.57,3350.00000,0,1,11207
126,0,289.1,6150.00000,0,1,03599
6495,0,85.63,2850.00000,0,0,08903
755,0,77.55,5250.00000,0,0,28004
7874,0,108.12,5250.00000,0,0,25002
3156,0,20.13,3950.00000,0,0,28037
4341,0,99.71,2850.00000,0,0,29580
512,0,87.52,4550.00000,0,1,28260
8072,0,86.21,5250.00000,0,1,08100
2825,0,212.2,4100.00000,0,1,28804
2979,0,50.3,2950.00000,0,1,28007
4772,0,53.96,3950.00000,0,0,29630
2914,0,79.04,5550.00000,0,0,28010
1504,0,63.05,7550.00000,0,0,46730
2913,0,94.69,5050.00000,0,0,28010
2112,0,56.66,4100.00000,0,0,30180
6391,0,81.02,5250.00000,0,0,08730
3835,0,55.13,4114.00000,0,1,23537
4188,0,231.07,10510.00000,0,1,11311
4891,0,91.66,5250.00000,0,1,18013
5437,0,160.39,5050.00000,0,1,08490
1755,0,78.5,4100.00000,0,1,48010
5611,0,72.59,3950.00000,0,0,08912
1847,0,198.72,6150.00000,0,1,46710
4240,0,66.13,4100.00000,0,0,41927
1105,0,102.71,5050.00000,0,0,31006
2360,0,52.06,2950.00000,0,1,28054
625,0,70.35,4100.00000,0,0,28019
3776,1,47.83,4550.00000,0,0,39001
3821,0,22.4,3700.00000,0,0,14710
7036,0,76.71,4100.00000,0,0,08027
3642,0,68.49,4100.00000,0,1,32660
17,0,125,3450.00000,0,1,02003
8240,3,41.69,5250.00000,0,0,08720
8831,0,94.36,2950.00000,0,0,08140
7731,0,124.42,5250.00000,0,1,08759
4269,0,100.66,4100.00000,0,0,18003
7727,1,60.11,3950.00000,0,0,08980
5230,0,31.7,4100.00000,0,0,22413
7372,0,137.76,6150.00000,0,0,08013
8904,0,48.62,3950.00000,0,1,15153
6009,0,43.69,4100.00000,0,0,08012
7140,0,54.51,3950.00000,0,0,08014
392,3,23.6,1750.00000,0,0,20700
7677,0,125.89,6150.00000,0,1,17100
8763,0,39.94,3950.00000,0,1,35100
6541,0,88.19,2850.00000,0,0,08906
1928,0,36.66,3950.00000,0,0,12540
4841,0,125.17,5150.00000,0,0,41710
8324,0,157.56,6150.00000,0,1,08319
3206,0,88.82,2950.00000,0,0,28017
1035,0,63.89,4100.00000,0,0,31012
7648,0,130.54,2950.00000,0,0,17421
5292,0,141,5250.00000,0,0,08210
1025,0,47.95,5250.00000,0,0,31001
3080,0,64.04,3950.00000,0,1,28033
7566,0,28.48,2850.00000,0,0,08907
8869,0,41.86,5050.00000,0,0,25527
6582,0,75.24,4250.00000,0,0,08904
6292,0,87.26,3950.00000,0,0,43330
3626,0,71.94,4100.00000,0,0,40450
6932,1,238.91,5650.00000,0,0,08759
6392,3,99.92,7550.00000,0,1,08730
6667,0,104.14,5250.00000,0,1,08903
1543,0,47.73,4100.00000,0,0,46824
5793,0,100.75,5650.00000,0,0,08002
8527,0,88.34,3650.00000,0,0,07600
326,0,52.93,7250.00000,0,1,12500
4429,0,90.93,2950.00000,0,0,18195
7264,0,137.9,5250.00000,0,0,08033
4685,0,114,4100.00000,0,1,41008
8109,0,133.33,4100.00000,0,0,08781
2311,0,69.01,5250.00000,0,0,30150
4284,0,74.62,2850.00000,0,0,29010
5755,0,61.42,4050.00000,0,0,08014
3588,0,138.1,5050.00000,0,0,28521
6104,0,65.86,6400.00000,0,1,08011
6950,0,115.52,5250.00000,0,1,43810
6286,3,200.84,8650.00000,0,1,43202
5453,0,131.01,3250.00000,0,1,08120
6220,3,102.49,10650.00000,0,1,08870
1450,0,74.11,3250.00000,0,1,46250
6557,0,77.73,6150.00000,0,1,08903
5003,0,83.99,6400.00000,0,0,29604
6446,0,72.29,3350.00000,0,0,43717
8314,1,278.56,7250.00000,0,1,08018
2840,0,138,5250.00000,0,0,28810
6518,0,71.07,4100.00000,0,0,08903
1926,0,73.12,4100.00000,0,0,46116
1934,0,71.47,3950.00000,0,0,28039
536,0,68.54,2950.00000,0,0,28915
4610,0,114.32,3950.00000,0,0,29566
2322,0,70.62,3850.00000,0,0,20690
4832,0,79,4100.00000,0,0,29400
551,0,63.02,3950.00000,0,1,28021
7732,0,59.66,4850.00000,0,0,08980
6340,0,89.58,4100.00000,0,0,43840
4960,0,165.52,6400.00000,0,1,29018
3650,0,65.48,6400.00000,0,1,28521
6811,0,51.13,2750.00000,0,0,08650
5601,0,105.92,2850.00000,0,0,08913
430,0,82.94,5250.00000,0,0,26500
1428,1,467.84,11042.00000,0,0,45694
6243,0,55.64,4100.00000,0,0,08504
8606,0,134.29,5250.00000,0,0,07006
4765,0,65.51,5250.00000,0,1,29008
2273,0,107.05,6400.00000,0,0,03186
7637,0,188.93,5050.00000,0,0,25005
106,0,43,2950.00000,0,0,03540
8600,0,61.57,4100.00000,0,0,07011
831,0,79.92,2650.00000,0,0,28220
5105,0,52.96,5250.00000,0,0,50500
7559,0,72.37,3650.00000,0,0,08907
5711,0,143.6,5250.00000,0,0,08015
5512,0,117.1,6150.00000,0,1,08302
2155,0,92.67,2950.00000,0,0,28054
8212,0,59.89,4650.00000,0,0,08019
3708,0,56.02,5050.00000,0,0,33207
4672,0,379.21,13800.00000,0,1,29679
6649,0,71.27,7550.00000,0,0,08902
3956,0,42.25,4100.00000,0,0,11520
2957,0,116.23,3950.00000,0,0,28027
726,0,201.93,5050.00000,0,0,28019
3239,0,82.28,4100.00000,0,0,28032
1882,0,47.17,4100.00000,0,0,12530
2434,0,42.02,4100.00000,0,0,48300
1289,3,102.82,10550.00000,0,1,31014
3493,0,110.76,4550.00000,0,0,13350
121,0,81.97,6150.00000,0,1,03540
7407,0,69.47,3950.00000,0,0,08940
3833,0,99.87,7250.00000,0,0,14193
8523,0,35.07,6400.00000,0,1,07600
5702,1,276.36,12650.00000,0,0,08015
624,0,77.1,4100.00000,0,1,28019
7515,0,80.93,4100.00000,0,1,08907
8488,0,99.86,5250.00000,0,0,07015
390,0,65.95,3950.00000,0,1,20240
7112,0,45.39,4100.00000,0,0,08035
5463,0,132.05,5250.00000,0,1,08160
8504,0,160.09,4100.00000,0,0,07008
2824,0,137.75,3950.00000,0,1,28807
4420,0,58.92,3950.00000,0,0,18690
1822,0,54.88,3950.00000,0,0,49160
8737,0,44.13,2950.00000,0,0,38003
1795,0,106.92,5050.00000,0,0,48260
3330,0,96.55,4100.00000,0,1,28007
3125,0,94.47,4100.00000,0,1,28043
7630,0,44.68,5050.00000,0,0,08902
4827,0,52.83,7750.00000,0,1,04628
1676,1,84.82,3950.00000,0,1,46004
389,0,56.51,2850.00000,0,0,20170
7896,0,92.05,5846.00000,0,1,08208
337,0,35.82,3950.00000,0,0,16290
7857,0,102.52,2950.00000,0,0,08780
5431,0,44.17,4100.00000,0,0,08490
3578,0,157.58,4100.00000,0,0,28380
7889,0,108.76,5050.00000,0,0,17200
267,3,74.01,3150.00000,0,0,10600
3302,0,46.97,4100.00000,0,0,28017
6110,0,123.73,3950.00000,0,1,08007
8351,0,111.41,5250.00000,0,0,08318
1261,0,65.3,4100.00000,0,1,31005
8877,0,78.34,6400.00000,0,1,43895
8634,3,44.3,7550.00000,0,1,07830
837,0,39.3,2350.00000,0,0,28411
5634,0,58.87,3950.00000,0,0,08015
6429,0,120.18,5650.00000,0,0,43514
3785,0,37.79,4100.00000,0,0,39813
5735,1,463.46,9850.00000,0,0,08001
7268,0,64.75,2950.00000,0,0,08026
3271,0,33.45,1800.00000,0,0,28017
6841,0,84.84,4100.00000,0,0,08760
2590,0,85.02,4100.00000,0,0,28231
6939,0,50.29,4100.00000,0,1,08720
6807,0,53.36,2950.00000,0,0,08691
3720,0,42.99,3950.00000,0,1,33012
8837,0,106.25,4100.00000,0,0,08415
1432,0,128.52,4100.00000,0,1,46470
5363,1,262.66,14450.00000,0,1,08190
3889,0,79.12,5250.00000,0,1,23710
5035,0,47.85,5250.00000,0,1,50010
5215,0,61.76,4350.00000,0,0,50059
1347,0,85.67,5050.00000,0,0,31400
4107,3,48.51,4100.00000,0,0,41720
3954,0,41.77,5050.00000,0,0,11520
130,0,63.52,4100.00000,0,0,03502
3832,0,97.47,5250.00000,0,0,14420
3907,0,108.75,5050.00000,0,0,23360
6726,1,235.35,5846.00000,0,0,08918
8483,1,172.66,5846.00000,0,0,07015
3018,0,51.2,3950.00000,0,1,28038
4282,0,84.83,4100.00000,0,1,29013
4267,0,70.18,5250.00000,0,0,18014
7246,0,131.14,4850.00000,0,0,08011
8739,1,256.79,12601.00000,0,1,38005
6877,0,46.61,5050.00000,0,0,43850
2328,0,60.29,4550.00000,0,1,31200
